,userId,movieId,rating,title,genres,count
111,1,1804,5.0,"Newton Boys, The (1998)",Crime,1
112,1,1805,4.0,Wild Things (1998),Crime,1
113,1,1920,4.0,Small Soldiers (1998),Animation,1
114,1,1927,5.0,All Quiet on the Western Front (1930),Action,1
115,1,1954,5.0,Rocky (1976),Drama,1
116,1,1967,4.0,Labyrinth (1986),Adventure,1
117,1,2000,4.0,Lethal Weapon (1987),Action,1
118,1,2005,5.0,"Goonies, The (1985)",Action,1
119,1,2012,4.0,Back to the Future Part III (1990),Adventure,1
120,1,2018,5.0,Bambi (1942),Animation,1
121,1,2028,4.0,Saving Private Ryan (1998),Action,1
122,1,2033,5.0,"Black Cauldron, The (1985)",Adventure,1
123,1,2046,4.0,Flight of the Navigator (1986),Adventure,1
124,1,2048,5.0,"Great Mouse Detective, The (1986)",Action,1
125,1,2054,4.0,"Honey, I Shrunk the Kids (1989)",Adventure,1
126,1,2058,5.0,"Negotiator, The (1998)",Action,1
127,1,2078,5.0,"Jungle Book, The (1967)",Animation,1
128,1,2090,5.0,"Rescuers, The (1977)",Adventure,1
129,1,2093,3.0,Return to Oz (1985),Adventure,1
130,1,2094,5.0,"Rocketeer, The (1991)",Action,1
131,1,2096,4.0,Sleeping Beauty (1959),Animation,1
132,1,2099,4.0,Song of the South (1946),Adventure,1
133,1,2105,4.0,Tron (1982),Action,1
134,1,2115,5.0,Indiana Jones and the Temple of Doom (1984),Action,1
135,1,2116,5.0,"Lord of the Rings, The (1978)",Adventure,1
136,1,2137,5.0,Charlotte's Web (1973),Animation,1
137,1,2139,5.0,"Secret of NIMH, The (1982)",Adventure,1
138,1,2141,5.0,"American Tail, An (1986)",Adventure,1
139,1,2143,4.0,Legend (1985),Adventure,1
140,1,2161,5.0,"NeverEnding Story, The (1984)",Adventure,1
141,1,2174,4.0,Beetlejuice (1988),Comedy,1
142,1,2193,4.0,Willow (1988),Action,1
143,1,2253,2.0,Toys (1992),Comedy,1
144,1,2268,4.0,"Few Good Men, A (1992)",Crime,1
145,1,2273,4.0,Rush Hour (1998),Action,1
146,1,2291,5.0,Edward Scissorhands (1990),Drama,1
147,1,2329,5.0,American History X (1998),Crime,1
148,1,2338,2.0,I Still Know What You Did Last Summer (1998),Horror,1
149,1,2353,5.0,Enemy of the State (1998),Action,1
150,1,2366,4.0,King Kong (1933),Action,1
151,1,2387,5.0,Very Bad Things (1998),Comedy,1
152,1,2389,2.0,Psycho (1998),Crime,1
153,1,2395,5.0,Rushmore (1998),Comedy,1
154,1,2406,4.0,Romancing the Stone (1984),Action,1
155,1,2414,3.0,Young Sherlock Holmes (1985),Action,1
156,1,2427,5.0,"Thin Red Line, The (1998)",Action,1
157,1,2450,4.0,Howard the Duck (1986),Adventure,1
158,1,2459,5.0,"Texas Chainsaw Massacre, The (1974)",Horror,1
159,1,2470,5.0,Crocodile Dundee (1986),Adventure,1
160,1,2478,4.0,¡Three Amigos! (1986),Comedy,1
161,1,2492,4.0,20 Dates (1998),Comedy,1
162,1,2502,5.0,Office Space (1999),Comedy,1
163,1,2528,3.0,Logan's Run (1976),Action,1
164,1,2529,5.0,Planet of the Apes (1968),Action,1
165,1,2542,5.0,"Lock, Stock & Two Smoking Barrels (1998)",Comedy,1
166,1,2571,5.0,"Matrix, The (1999)",Action,1
167,1,2580,5.0,Go (1999),Comedy,1
168,1,2596,5.0,SLC Punk! (1998),Comedy,1
169,1,2616,4.0,Dick Tracy (1990),Action,1
170,1,2617,2.0,"Mummy, The (1999)",Action,1
171,1,2628,4.0,Star Wars: Episode I - The Phantom Menace (1999),Action,1
172,1,2640,4.0,Superman (1978),Action,1
173,1,2641,5.0,Superman II (1980),Action,1
174,1,2644,4.0,Dracula (1931),Horror,1
175,1,2648,4.0,Frankenstein (1931),Drama,1
176,1,2654,5.0,"Wolf Man, The (1941)",Drama,1
177,1,2657,3.0,"Rocky Horror Picture Show, The (1975)",Comedy,1
178,1,2692,5.0,Run Lola Run (Lola rennt) (1998),Action,1
179,1,2700,5.0,"South Park: Bigger, Longer and Uncut (1999)",Animation,1
180,1,2716,5.0,Ghostbusters (a.k.a. Ghost Busters) (1984),Action,1
181,1,2761,5.0,"Iron Giant, The (1999)",Adventure,1
182,1,2797,4.0,Big (1988),Comedy,1
183,1,2826,4.0,"13th Warrior, The (1999)",Action,1
184,1,2858,5.0,American Beauty (1999),Drama,1
185,1,2872,5.0,Excalibur (1981),Adventure,1
186,1,2899,5.0,Gulliver's Travels (1939),Adventure,1
187,1,2916,4.0,Total Recall (1990),Action,1
188,1,2944,5.0,"Dirty Dozen, The (1967)",Action,1
189,1,2947,5.0,Goldfinger (1964),Action,1
190,1,2948,5.0,From Russia with Love (1963),Action,1
191,1,2949,5.0,Dr. No (1962),Action,1
192,1,2959,5.0,Fight Club (1999),Action,1
193,1,2985,4.0,RoboCop (1987),Action,1
194,1,2987,5.0,Who Framed Roger Rabbit? (1988),Adventure,1
195,1,2991,5.0,Live and Let Die (1973),Action,1
196,1,2993,5.0,Thunderball (1965),Action,1
197,1,2997,4.0,Being John Malkovich (1999),Comedy,1
198,1,3033,5.0,Spaceballs (1987),Comedy,1
199,1,3034,5.0,Robin Hood (1973),Adventure,1
200,1,3052,5.0,Dogma (1999),Adventure,1
201,1,3053,5.0,"Messenger: The Story of Joan of Arc, The (1999)",Drama,1
202,1,3062,4.0,"Longest Day, The (1962)",Action,1
203,1,3147,5.0,"Green Mile, The (1999)",Crime,1
204,1,3168,4.0,Easy Rider (1969),Adventure,1
205,1,3176,1.0,"Talented Mr. Ripley, The (1999)",Drama,1
206,1,3243,3.0,Encino Man (1992),Comedy,1
207,1,3247,3.0,Sister Act (1992),Comedy,1
208,1,3253,5.0,Wayne's World (1992),Comedy,1
209,1,3273,5.0,Scream 3 (2000),Comedy,1
210,1,3386,5.0,JFK (1991),Drama,1
211,1,3439,4.0,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action,1
212,1,3440,4.0,Teenage Mutant Ninja Turtles III (1993),Action,1
213,1,3441,5.0,Red Dawn (1984),Action,1
214,1,3448,5.0,"Good Morning, Vietnam (1987)",Comedy,1
215,1,3450,5.0,Grumpy Old Men (1993),Comedy,1
216,1,3479,4.0,Ladyhawke (1985),Adventure,1
217,1,3489,4.0,Hook (1991),Adventure,1
218,1,3527,4.0,Predator (1987),Action,1
219,1,3578,5.0,Gladiator (2000),Action,1
220,1,3617,4.0,Road Trip (2000),Comedy,1
221,1,3639,4.0,"Man with the Golden Gun, The (1974)",Action,1
222,1,3671,5.0,Blazing Saddles (1974),Comedy,1
223,1,3702,5.0,Mad Max (1979),Action,1
224,1,3703,5.0,"Road Warrior, The (Mad Max 2) (1981)",Action,1
225,1,3729,5.0,Shaft (1971),Action,1
226,1,3740,4.0,Big Trouble in Little China (1986),Action,1
227,1,3744,4.0,Shaft (2000),Action,1
228,1,3793,5.0,X-Men (2000),Action,1
229,1,3809,4.0,What About Bob? (1991),Comedy,1
230,1,4006,4.0,Transformers: The Movie (1986),Adventure,1
231,1,5060,5.0,M*A*S*H (a.k.a. MASH) (1970),Comedy,1
232,2,318,3.0,"Shawshank Redemption, The (1994)",Crime,1
233,2,1704,4.5,Good Will Hunting (1997),Drama,1
234,2,6874,4.0,Kill Bill: Vol. 1 (2003),Action,1
235,2,8798,3.5,Collateral (2004),Action,1
236,2,46970,4.0,Talladega Nights: The Ballad of Ricky Bobby (2006),Action,1
237,2,48516,4.0,"Departed, The (2006)",Crime,1
238,2,58559,4.5,"Dark Knight, The (2008)",Action,1
239,2,60756,5.0,Step Brothers (2008),Comedy,1
240,2,68157,4.5,Inglourious Basterds (2009),Action,1
241,2,71535,3.0,Zombieland (2009),Action,1
242,2,74458,4.0,Shutter Island (2010),Drama,1
243,2,77455,3.0,Exit Through the Gift Shop (2010),Comedy,1
244,2,79132,4.0,Inception (2010),Action,1
245,2,80489,4.5,"Town, The (2010)",Crime,1
246,2,80906,5.0,Inside Job (2010),Documentary,1
247,2,86345,4.0,Louis C.K.: Hilarious (2010),Comedy,1
248,2,89774,5.0,Warrior (2011),Drama,1
249,2,91529,3.5,"Dark Knight Rises, The (2012)",Action,1
250,2,91658,2.5,"Girl with the Dragon Tattoo, The (2011)",Drama,1
251,2,99114,3.5,Django Unchained (2012),Action,1
252,2,106782,5.0,"Wolf of Wall Street, The (2013)",Comedy,1
253,2,109487,3.0,Interstellar (2014),Sci-Fi,1
254,2,112552,4.0,Whiplash (2014),Drama,1
255,2,114060,2.0,The Drop (2014),Crime,1
256,2,115713,3.5,Ex Machina (2015),Drama,1
257,2,122882,5.0,Mad Max: Fury Road (2015),Action,1
258,2,131724,5.0,The Jinx: The Life and Deaths of Robert Durst (2015),Documentary,1
259,3,31,0.5,Dangerous Minds (1995),Drama,1
260,3,647,0.5,Courage Under Fire (1996),Action,1
261,3,688,0.5,Operation Dumbo Drop (1995),Action,1
262,3,720,0.5,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure,1
263,3,849,5.0,Escape from L.A. (1996),Action,1
264,3,914,0.5,My Fair Lady (1964),Comedy,1
265,3,1093,0.5,"Doors, The (1991)",Drama,1
266,3,1124,0.5,On Golden Pond (1981),Drama,1
267,3,1263,0.5,"Deer Hunter, The (1978)",Drama,1
268,3,1272,0.5,Patton (1970),Drama,1
269,3,1302,0.5,Field of Dreams (1989),Children,1
270,3,1371,3.0,Star Trek: The Motion Picture (1979),Adventure,1
271,3,2080,0.5,Lady and the Tramp (1955),Animation,1
272,3,2288,4.0,"Thing, The (1982)",Action,1
273,3,2424,0.5,You've Got Mail (1998),Comedy,1
274,3,2851,5.0,Saturn 3 (1980),Adventure,2
275,514,168358,2.5,Saturn 3 (1980),Sci-Fi,2
276,3,3024,4.5,Piranha (1978),Horror,1
277,3,3210,0.5,Fast Times at Ridgemont High (1982),Comedy,1
278,3,3949,0.5,Requiem for a Dream (2000),Drama,1
279,3,4518,5.0,The Lair of the White Worm (1988),Comedy,1
280,3,5048,0.5,Snow Dogs (2002),Adventure,1
281,3,5181,5.0,Hangar 18 (1980),Action,1
282,3,5746,5.0,Galaxy of Terror (Quest) (1981),Action,1
283,3,5764,4.5,Looker (1981),Drama,1
284,3,5919,5.0,Android (1982),Sci-Fi,1
285,3,6238,0.5,Green Card (1990),Comedy,1
286,3,6835,5.0,Alien Contamination (1980),Action,1
287,3,7899,4.5,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),Action,1
288,3,7991,5.0,Death Race 2000 (1975),Action,1
289,3,26409,4.5,"Clonus Horror, The (1979)",Horror,1
290,3,70946,5.0,Troll 2 (1990),Fantasy,1
291,3,72378,0.5,2012 (2009),Action,1
292,4,21,3.0,Get Shorty (1995),Comedy,1
293,4,32,2.0,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery,1
294,4,45,3.0,To Die For (1995),Comedy,1
295,4,52,3.0,Mighty Aphrodite (1995),Comedy,1
296,4,58,3.0,"Postman, The (Postino, Il) (1994)",Comedy,1
297,4,106,4.0,Nobody Loves Me (Keiner liebt mich) (1994),Comedy,1
298,4,125,5.0,Flirting With Disaster (1996),Comedy,1
299,4,126,1.0,"NeverEnding Story III, The (1994)",Adventure,1
300,4,162,5.0,Crumb (1994),Documentary,1
301,4,171,3.0,Jeffrey (1995),Comedy,1
302,4,176,5.0,Living in Oblivion (1995),Comedy,1
303,4,190,2.0,Safe (1995),Thriller,1
304,4,215,5.0,Before Sunrise (1995),Drama,1
305,4,222,1.0,Circle of Friends (1995),Drama,1
306,4,232,5.0,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy,1
307,4,247,3.0,Heavenly Creatures (1994),Crime,1
308,4,265,5.0,Like Water for Chocolate (Como agua para chocolate) (1992),Drama,1
309,4,319,5.0,Shallow Grave (1994),Comedy,1
310,4,342,5.0,Muriel's Wedding (1994),Comedy,1
311,4,345,4.0,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy,1
312,4,348,4.0,Bullets Over Broadway (1994),Comedy,1
313,4,351,3.0,"Corrina, Corrina (1994)",Comedy,1
314,4,357,3.0,Four Weddings and a Funeral (1994),Comedy,1
315,4,368,4.0,Maverick (1994),Adventure,1
316,4,417,2.0,Barcelona (1994),Comedy,1
317,4,450,2.0,With Honors (1994),Comedy,1
318,4,475,5.0,In the Name of the Father (1993),Drama,1
319,4,492,5.0,Manhattan Murder Mystery (1993),Comedy,1
320,4,509,1.0,"Piano, The (1993)",Drama,1
321,4,538,5.0,Six Degrees of Separation (1993),Drama,1
322,4,539,1.0,Sleepless in Seattle (1993),Comedy,1
323,4,588,4.0,Aladdin (1992),Adventure,1
324,4,595,3.0,Beauty and the Beast (1991),Animation,1
325,4,599,2.0,"Wild Bunch, The (1969)",Adventure,1
326,4,708,4.0,"Truth About Cats & Dogs, The (1996)",Comedy,1
327,4,759,3.0,Maya Lin: A Strong Clear Vision (1994),Documentary,1
328,4,800,4.0,Lone Star (1996),Drama,1
329,4,892,4.0,Twelfth Night (1996),Comedy,1
330,4,898,5.0,"Philadelphia Story, The (1940)",Comedy,1
331,4,899,4.0,Singin' in the Rain (1952),Comedy,1
332,4,902,4.0,Breakfast at Tiffany's (1961),Drama,1
333,4,904,4.0,Rear Window (1954),Mystery,1
334,4,908,5.0,North by Northwest (1959),Action,1
335,4,910,5.0,Some Like It Hot (1959),Comedy,1
336,4,912,5.0,Casablanca (1942),Drama,1
337,4,920,5.0,Gone with the Wind (1939),Drama,1
338,4,930,5.0,Notorious (1946),Film-Noir,1
339,4,937,3.0,Love in the Afternoon (1957),Comedy,1
340,4,1046,5.0,Beautiful Thing (1996),Drama,1
341,4,1057,3.0,Everyone Says I Love You (1996),Comedy,1
342,4,1077,5.0,Sleeper (1973),Comedy,1
343,4,1079,2.0,"Fish Called Wanda, A (1988)",Comedy,1
344,4,1084,5.0,Bonnie and Clyde (1967),Crime,1
345,4,1086,5.0,Dial M for Murder (1954),Crime,1
346,4,1094,3.0,"Crying Game, The (1992)",Drama,1
347,4,1103,5.0,Rebel Without a Cause (1955),Drama,1
348,4,1179,4.0,"Grifters, The (1990)",Crime,1
349,4,1183,1.0,"English Patient, The (1996)",Drama,1
350,4,1188,5.0,Strictly Ballroom (1992),Comedy,1
351,4,1199,2.0,Brazil (1985),Fantasy,1
352,4,1203,5.0,12 Angry Men (1957),Drama,1
353,4,1211,1.0,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama,1
354,4,1225,4.0,Amadeus (1984),Drama,1
355,4,1250,5.0,"Bridge on the River Kwai, The (1957)",Adventure,1
356,4,1259,4.0,Stand by Me (1986),Adventure,1
357,4,1266,4.0,Unforgiven (1992),Drama,1
358,4,1279,2.0,Night on Earth (1991),Comedy,1
359,4,1283,5.0,High Noon (1952),Drama,1
360,4,1288,4.0,This Is Spinal Tap (1984),Comedy,1
361,4,1304,3.0,Butch Cassidy and the Sundance Kid (1969),Action,1
362,4,1391,1.0,Mars Attacks! (1996),Action,1
363,4,1449,5.0,Waiting for Guffman (1996),Comedy,1
364,4,1466,4.0,Donnie Brasco (1997),Crime,1
365,4,1597,1.0,Conspiracy Theory (1997),Drama,1
366,4,1641,4.0,"Full Monty, The (1997)",Comedy,1
367,4,1719,4.0,"Sweet Hereafter, The (1997)",Drama,1
368,4,1733,5.0,Afterglow (1997),Drama,1
369,4,1734,3.0,My Life in Pink (Ma vie en rose) (1997),Comedy,1
370,4,1834,5.0,"Spanish Prisoner, The (1997)",Crime,1
371,4,1860,2.0,Character (Karakter) (1997),Drama,1
372,4,1883,4.0,Bulworth (1998),Comedy,1
373,4,1885,3.0,"Opposite of Sex, The (1998)",Comedy,1
374,4,1892,2.0,"Perfect Murder, A (1998)",Thriller,1
375,4,1895,4.0,Can't Hardly Wait (1998),Comedy,1
376,4,1907,3.0,Mulan (1998),Adventure,1
377,4,1914,4.0,Smoke Signals (1998),Comedy,1
378,4,1916,1.0,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama,1
379,4,1923,3.0,There's Something About Mary (1998),Comedy,1
380,4,1947,5.0,West Side Story (1961),Drama,1
381,4,1966,2.0,Metropolitan (1990),Comedy,1
382,4,1968,4.0,"Breakfast Club, The (1985)",Comedy,1
383,4,2019,2.0,Seven Samurai (Shichinin no samurai) (1954),Action,1
384,4,2076,4.0,Blue Velvet (1986),Drama,1
385,4,2109,4.0,"Jerk, The (1979)",Comedy,1
386,4,2145,3.0,Pretty in Pink (1986),Comedy,1
387,4,2150,5.0,"Gods Must Be Crazy, The (1980)",Adventure,1
388,4,2186,5.0,Strangers on a Train (1951),Crime,1
389,4,2203,4.0,Shadow of a Doubt (1943),Crime,1
390,4,2204,5.0,Saboteur (1942),Mystery,1
391,4,2282,1.0,Pecker (1998),Comedy,1
392,4,2324,1.0,Life Is Beautiful (La Vita è bella) (1997),Comedy,1
393,4,2336,2.0,Elizabeth (1998),Drama,1
394,4,2351,4.0,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,1
395,4,2359,4.0,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy,1
396,4,2390,5.0,Little Voice (1998),Comedy,1
397,4,2467,4.0,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime,1
398,4,2583,5.0,Cookie's Fortune (1999),Comedy,1
399,4,2599,5.0,Election (1999),Comedy,1
400,4,2683,4.0,Austin Powers: The Spy Who Shagged Me (1999),Action,1
401,4,2712,2.0,Eyes Wide Shut (1999),Drama,1
402,4,2762,4.0,"Sixth Sense, The (1999)",Drama,1
403,4,2763,1.0,"Thomas Crown Affair, The (1999)",Action,1
404,4,2770,2.0,Bowfinger (1999),Comedy,1
405,4,2791,5.0,Airplane! (1980),Comedy,1
406,4,2843,5.0,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy,1
407,4,2874,4.0,"Pajama Game, The (1957)",Comedy,1
408,4,2921,4.0,High Plains Drifter (1973),Western,1
409,4,2926,5.0,Hairspray (1988),Comedy,1
410,4,2973,2.0,Crimes and Misdemeanors (1989),Comedy,1
411,4,3044,5.0,Dead Again (1991),Mystery,1
412,4,3060,4.0,"Commitments, The (1991)",Comedy,1
413,4,3079,3.0,Mansfield Park (1999),Comedy,1
414,4,3083,5.0,All About My Mother (Todo sobre mi madre) (1999),Drama,1
415,4,3160,4.0,Magnolia (1999),Drama,1
416,4,3175,1.0,Galaxy Quest (1999),Adventure,1
417,4,3204,4.0,"Boys from Brazil, The (1978)",Action,1
418,4,3255,4.0,"League of Their Own, A (1992)",Comedy,1
419,4,3317,4.0,Wonder Boys (2000),Comedy,1
420,4,3358,3.0,Defending Your Life (1991),Comedy,1
421,4,3365,5.0,"Searchers, The (1956)",Drama,1
422,4,3408,4.0,Erin Brockovich (2000),Drama,1
423,4,3481,2.0,High Fidelity (2000),Comedy,1
424,4,3508,5.0,"Outlaw Josey Wales, The (1976)",Action,1
425,4,3538,2.0,East is East (1999),Comedy,1
426,4,3591,1.0,Mr. Mom (1983),Comedy,1
427,4,3788,3.0,Blow-Up (Blowup) (1966),Drama,1
428,4,3851,5.0,I'm the One That I Want (2000),Comedy,1
429,4,3897,4.0,Almost Famous (2000),Drama,1
430,4,3911,3.0,Best in Show (2000),Comedy,1
431,4,3967,4.0,Billy Elliot (2000),Drama,1
432,4,3996,4.0,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action,1
433,4,4002,3.0,"Planes, Trains & Automobiles (1987)",Comedy,1
434,4,4014,1.0,Chocolat (2000),Drama,1
435,4,4020,3.0,"Gift, The (2000)",Thriller,1
436,4,4021,4.0,Before Night Falls (2000),Drama,1
437,4,4027,3.0,"O Brother, Where Art Thou? (2000)",Adventure,1
438,4,4029,3.0,State and Main (2000),Comedy,1
439,4,4033,4.0,Thirteen Days (2000),Drama,1
440,4,4034,5.0,Traffic (2000),Crime,1
441,4,4074,3.0,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",Drama,1
442,4,4121,4.0,Innerspace (1987),Action,1
443,4,4144,3.0,In the Mood For Love (Fa yeung nin wa) (2000),Drama,1
444,4,4166,3.0,Series 7: The Contenders (2001),Action,1
445,4,4226,2.0,Memento (2000),Mystery,1
446,4,4239,5.0,Blow (2001),Crime,1
447,4,4246,4.0,Bridget Jones's Diary (2001),Comedy,1
448,4,4252,3.0,"Circle, The (Dayereh) (2000)",Drama,1
449,4,4260,2.0,"Visit, The (2000)",Drama,1
450,4,4273,4.0,Under the Sand (2000),Drama,1
451,4,4308,1.0,Moulin Rouge (2001),Drama,1
452,4,4347,4.0,Divided We Fall (Musíme si pomáhat) (2000),Comedy,1
453,4,4381,3.0,"Closet, The (Placard, Le) (2001)",Comedy,1
454,4,4641,1.0,Ghost World (2001),Comedy,1
455,4,4741,3.0,Together (Tillsammans) (2000),Comedy,1
456,4,4765,5.0,L.I.E. (2001),Drama,1
457,4,4881,3.0,"Man Who Wasn't There, The (2001)",Crime,1
458,4,4896,4.0,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure,1
459,4,4902,4.0,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",Drama,1
